SKU,Produto,Quantidade Vendida,Primeiro Nome,Sobrenome,Data,Loja,Preco Unitario,faturamento
HL4379,Televisão,1,Rebeca,Manhães,2018-03-24,Rio de Janeiro,2500,2500
HL1918,iPhone,1,João,Pedrazza,2018-09-19,Rio de Janeiro,5300,5300
HL4379,Televisão,2,Rafael,Guimarães,2018-06-17,Rio de Janeiro,2500,5000
HL4379,Televisão,4,Giovanna,Santos,2018-12-26,Rio de Janeiro,2500,10000
HL1918,iPhone,3,Julia,Aliani,2018-11-15,Rio de Janeiro,5300,15900
HL8851,Notebook,1,Maria,Motta,2018-06-05,Rio de Janeiro,3500,3500
HL9962,Android,1,Matheus,Santos,2018-02-23,Rio de Janeiro,3400,3400
HL4379,Televisão,3,Juliana,Goes,2018-02-23,Rio de Janeiro,2500,7500
HL1918,iPhone,1,Marcelo,Pereira,2018-06-23,Rio de Janeiro,5300,5300
HL1918,iPhone,5,Ulisses,Filho,2018-02-20,Rio de Janeiro,5300,26500
HL2714,Tablet,2,Victor,Gomes,2018-11-19,Rio de Janeiro,1600,3200
HL1918,iPhone,4,Lucas,Villanova,2018-06-25,Rio de Janeiro,5300,21200
HL8851,Notebook,3,Ana,Felippe,2018-10-21,Rio de Janeiro,3500,10500
HL7348,SmartWatch,3,Paloma,Sperandei,2018-08-17,Rio de Janeiro,1400,4200
HL1918,iPhone,3,Juliana,Hollander,2018-07-06,Rio de Janeiro,5300,15900
HL1148,Câmera,3,Stefan,Nunes,2018-07-29,Rio de Janeiro,2100,6300
HL8851,Notebook,5,Willian,Albino,2018-09-21,Rio de Janeiro,3500,17500
HL1918,iPhone,4,Alberto,Silveira,2018-05-12,Rio de Janeiro,5300,21200
HL1918,iPhone,5,Thales,Gouvêa,2018-07-21,Rio de Janeiro,5300,26500
HL4379,Televisão,3,Felipe,Cavalcanti,2018-08-11,Rio de Janeiro,2500,7500
HL2714,Tablet,3,Raissa,Negrelli,2018-12-27,Rio de Janeiro,1600,4800
HL4379,Televisão,5,Guilherme,Seixas,2018-01-31,Rio de Janeiro,2500,12500
HL2714,Tablet,1,Cláudio,Aragão,2018-01-31,Rio de Janeiro,1600,1600
HL1918,iPhone,5,Caroline,Cavalcanti,2018-10-17,Rio de Janeiro,5300,26500
HL4379,Televisão,5,Amanda,Braga,2018-05-18,Rio de Janeiro,2500,12500
HL1918,iPhone,2,Breno,Caputo,2018-01-01,Rio de Janeiro,5300,10600
HL1918,iPhone,5,Anderson,Martins,2018-05-25,Rio de Janeiro,5300,26500
HL1918,iPhone,3,Letícia,Araujo,2018-09-09,Rio de Janeiro,5300,15900
HL1918,iPhone,3,Fernanda,Coutinho,2018-07-05,Rio de Janeiro,5300,15900
HL9962,Android,3,Marcela,Gasperi,2018-05-02,Rio de Janeiro,3400,10200
HL4379,Televisão,4,Luiza,Cavalcanti,2018-02-17,Rio de Janeiro,2500,10000
HL9962,Android,2,Anderson,Cavalcanti,2018-01-27,Rio de Janeiro,3400,6800
HL4379,Televisão,1,Vanessa,Bach,2018-06-25,Rio de Janeiro,2500,2500
HL7348,SmartWatch,3,Adrielle,Vieira,2018-03-02,Rio de Janeiro,1400,4200
HL1148,Câmera,5,Thales,Andrade,2018-06-30,Rio de Janeiro,2100,10500
HL2714,Tablet,1,Nina,Magalhães,2018-12-11,Rio de Janeiro,1600,1600
HL7348,SmartWatch,1,Lara,Moreira,2018-09-11,Rio de Janeiro,1400,1400
HL4379,Televisão,5,Victor,Corrêa,2018-12-28,Rio de Janeiro,2500,12500
HL1918,iPhone,5,Juan,Barbosa,2018-10-26,Rio de Janeiro,5300,26500
HL8851,Notebook,5,Ana,Soledade,2018-07-05,Rio de Janeiro,3500,17500
HL9962,Android,2,Maria,Correa,2018-07-26,Rio de Janeiro,3400,6800
HL1918,iPhone,3,Raissa,Pinheiro,2018-04-25,Rio de Janeiro,5300,15900
HL1148,Câmera,1,Caio,Cardoso,2018-02-28,Rio de Janeiro,2100,2100
HL7348,SmartWatch,4,Lázaro,Villanova,2018-06-09,Rio de Janeiro,1400,5600
HL1918,iPhone,5,Carolina,Figueiredo,2018-05-02,Rio de Janeiro,5300,26500
HL1918,iPhone,4,Milena,Pereira,2018-01-28,Rio de Janeiro,5300,21200
HL4379,Televisão,5,Thainá,Binello,2018-02-06,Rio de Janeiro,2500,12500
HL7348,SmartWatch,4,Camilla,Cardeman,2018-11-20,Rio de Janeiro,1400,5600
HL1918,iPhone,2,Alon,Fahrnholz,2018-02-21,Rio de Janeiro,5300,10600
HL9962,Android,5,Fernanda,Figueiredo,2018-06-02,Rio de Janeiro,3400,17000
HL7348,SmartWatch,2,Camilla,Cardeman,2018-07-08,Rio de Janeiro,1400,2800
HL4379,Televisão,5,Pedro,Oliveira,2018-05-10,Rio de Janeiro,2500,12500
HL7348,SmartWatch,3,Fernanda,Figueiredo,2018-04-23,Rio de Janeiro,1400,4200
HL1148,Câmera,3,Pedro,Conceição,2018-11-28,Rio de Janeiro,2100,6300
HL1918,iPhone,3,Ramon,Araujo,2018-02-14,Rio de Janeiro,5300,15900
HL1918,iPhone,2,Nina,Magalhães,2018-10-14,Rio de Janeiro,5300,10600
HL2714,Tablet,1,Sarah,Souza,2018-03-16,Rio de Janeiro,1600,1600
HL8851,Notebook,5,Juliana,Guimarães,2018-02-18,Rio de Janeiro,3500,17500
HL4379,Televisão,2,Raphael,Kurtz,2018-03-30,Rio de Janeiro,2500,5000
HL1148,Câmera,3,Milena,Pereira,2018-07-16,Rio de Janeiro,2100,6300
HL4379,Televisão,2,Beatriz,Perdomo,2018-02-13,Rio de Janeiro,2500,5000
HL1918,iPhone,5,Raphael,Machado,2018-05-11,Rio de Janeiro,5300,26500
HL8851,Notebook,2,Juliana,Souza,2018-06-14,Rio de Janeiro,3500,7000
HL1918,iPhone,5,Gabriel,Rubim,2018-06-09,Rio de Janeiro,5300,26500
HL1918,iPhone,3,Vivianne,Rodrigues,2018-10-13,Rio de Janeiro,5300,15900
HL2714,Tablet,4,Pedro,Bitencourt,2018-11-18,Rio de Janeiro,1600,6400
HL1148,Câmera,3,Rafaela,Gonçalves,2018-12-26,Rio de Janeiro,2100,6300
HL2714,Tablet,1,Letícia,Rodrigues,2018-11-08,Rio de Janeiro,1600,1600
HL1918,iPhone,3,Adriana,Carneiro,2018-11-24,Rio de Janeiro,5300,15900
HL8851,Notebook,4,Thayane,Resende,2018-01-21,Rio de Janeiro,3500,14000
HL4379,Televisão,5,Luíza,Garcia,2018-08-31,Rio de Janeiro,2500,12500
HL9962,Android,3,Thiago,Costa,2018-05-17,Rio de Janeiro,3400,10200
HL1918,iPhone,3,Rilson,Guedes,2018-07-01,Rio de Janeiro,5300,15900
HL1918,iPhone,3,Anízio,Carvalho,2018-12-06,Rio de Janeiro,5300,15900
HL4379,Televisão,2,Lívia,Tanaka,2018-03-27,Rio de Janeiro,2500,5000
HL2714,Tablet,4,Felipe,Júnior,2018-02-24,Rio de Janeiro,1600,6400
HL4379,Televisão,3,Thaís,Ribeiro,2018-08-04,Rio de Janeiro,2500,7500
HL7348,SmartWatch,3,Felipe,Cavalcanti,2018-03-31,Rio de Janeiro,1400,4200
HL2714,Tablet,3,Gabriel,Pereira,2018-08-05,Rio de Janeiro,1600,4800
HL1148,Câmera,5,Lucas,Lacerda,2018-08-09,Rio de Janeiro,2100,10500
HL8851,Notebook,3,Caio,Caldas,2018-01-13,Rio de Janeiro,3500,10500
HL1918,iPhone,2,Daniel,Ortiz,2018-06-06,Rio de Janeiro,5300,10600
HL1918,iPhone,2,Marcelo,Borges,2018-08-30,Rio de Janeiro,5300,10600
HL1148,Câmera,3,Paula,Cavalcanti,2018-07-02,Rio de Janeiro,2100,6300
HL1918,iPhone,4,Lucas,Baptista,2018-04-06,Rio de Janeiro,5300,21200
HL4379,Televisão,2,Ana,Soledade,2018-11-23,Rio de Janeiro,2500,5000
HL1918,iPhone,2,Jonatas,Passos,2018-05-04,Rio de Janeiro,5300,10600
HL1148,Câmera,3,Ana,Campos,2018-03-19,Rio de Janeiro,2100,6300
HL1918,iPhone,5,Vitor,Arruda,2018-08-06,Rio de Janeiro,5300,26500
HL1148,Câmera,2,Guilherme,Monteiro,2018-05-28,Rio de Janeiro,2100,4200
HL1148,Câmera,4,Guilherme,Lima,2018-04-29,Rio de Janeiro,2100,8400
HL2714,Tablet,1,Marcelo,Pereira,2018-06-21,Rio de Janeiro,1600,1600
HL1918,iPhone,1,Bernardo,Ribeiro,2018-01-02,Rio de Janeiro,5300,5300
HL4379,Televisão,3,Thaís,Pereira,2018-07-15,Rio de Janeiro,2500,7500
HL1918,iPhone,1,Lucas,Lacerda,2018-07-12,Rio de Janeiro,5300,5300
HL7348,SmartWatch,5,Luiza,Cabral,2018-07-08,Rio de Janeiro,1400,7000
HL8851,Notebook,3,Luana,Santana,2018-05-17,Rio de Janeiro,3500,10500
HL2714,Tablet,2,Luiza,Ribeiro,2018-09-08,Rio de Janeiro,1600,3200
HL1918,iPhone,4,Juliana,Huon,2018-01-24,Rio de Janeiro,5300,21200
HL7348,SmartWatch,3,Joyce,Souza,2018-11-24,Rio de Janeiro,1400,4200
HL2714,Tablet,2,Antonio,Manhães,2018-10-28,Rio de Janeiro,1600,3200
HL2714,Tablet,4,Gabriel,Azevedo,2018-09-03,Rio de Janeiro,1600,6400
HL1918,iPhone,5,Daniel,Ortiz,2018-06-15,Rio de Janeiro,5300,26500
HL1918,iPhone,1,Beatriz,Silva,2018-03-16,Rio de Janeiro,5300,5300
HL1918,iPhone,3,Guilherme,Merotto,2018-03-23,Rio de Janeiro,5300,15900
HL1918,iPhone,3,João,Araujo,2018-12-13,Rio de Janeiro,5300,15900
HL8851,Notebook,1,Débora,Lopes,2018-12-22,Rio de Janeiro,3500,3500
HL1918,iPhone,2,Thales,Andrade,2018-09-06,Rio de Janeiro,5300,10600
HL7348,SmartWatch,4,Beatriz,Rocha,2018-05-18,Rio de Janeiro,1400,5600
HL8851,Notebook,1,Danilo,Alves,2018-03-29,Rio de Janeiro,3500,3500
HL1148,Câmera,2,Rebeca,Manhães,2018-06-24,Rio de Janeiro,2100,4200
HL2714,Tablet,5,Bruna,Rangel,2018-01-12,Rio de Janeiro,1600,8000
HL2714,Tablet,3,Lorena,Kohn,2018-07-27,Rio de Janeiro,1600,4800
HL1918,iPhone,3,João,Ribeiro,2018-08-08,Rio de Janeiro,5300,15900
HL1918,iPhone,4,Raissa,Pinheiro,2018-11-14,Rio de Janeiro,5300,21200
HL8851,Notebook,3,Thomáz,Rodriguez,2018-06-06,Rio de Janeiro,3500,10500
HL8851,Notebook,2,Gabrielle,Silva,2018-08-16,Rio de Janeiro,3500,7000
HL4379,Televisão,2,Gabriel,Rubim,2018-07-26,Rio de Janeiro,2500,5000
HL1918,iPhone,3,Marina,Cormack,2018-07-28,Rio de Janeiro,5300,15900
HL9962,Android,5,Renan,Firmino,2018-05-15,Rio de Janeiro,3400,17000
HL4379,Televisão,3,Caio,Ferreira,2018-08-21,Rio de Janeiro,2500,7500
HL8851,Notebook,2,Matheus,Delgado,2018-02-28,Rio de Janeiro,3500,7000
HL1918,iPhone,1,Mariana,Rotava,2018-04-02,Rio de Janeiro,5300,5300
HL4379,Televisão,2,Alberto,Silveira,2018-04-20,Rio de Janeiro,2500,5000
HL2714,Tablet,2,Adriana,Passos,2018-05-09,Rio de Janeiro,1600,3200
HL9962,Android,5,Breno,Godoy,2018-08-15,Rio de Janeiro,3400,17000
HL1918,iPhone,1,Luísa,Fonseca,2018-05-15,Rio de Janeiro,5300,5300
HL8851,Notebook,3,Leandro,Rodrigues,2018-07-19,Rio de Janeiro,3500,10500
HL8851,Notebook,3,Juliana,Guimarães,2018-09-06,Rio de Janeiro,3500,10500
HL4379,Televisão,5,Matheus,Santos,2018-02-25,Rio de Janeiro,2500,12500
HL1918,iPhone,4,Anna,Figueiredo,2018-09-19,Rio de Janeiro,5300,21200
HL4379,Televisão,5,Henrique,Lencastre,2018-11-26,Rio de Janeiro,2500,12500
HL1918,iPhone,2,Camila,Bastazini,2018-12-28,Rio de Janeiro,5300,10600
HL1148,Câmera,3,Mariana,Freire,2018-04-05,Rio de Janeiro,2100,6300
HL1918,iPhone,2,Daniel,Cardoso,2018-10-15,Rio de Janeiro,5300,10600
HL2714,Tablet,4,Bruno,Mota,2018-02-16,Rio de Janeiro,1600,6400
HL9962,Android,4,Matheus,Afonso,2018-04-25,Rio de Janeiro,3400,13600
HL1918,iPhone,3,Henrique,Lencastre,2018-03-17,Rio de Janeiro,5300,15900
HL1918,iPhone,2,Viviane,Cunha,2018-12-08,Rio de Janeiro,5300,10600
HL1918,iPhone,5,Giulia,Lopes,2018-10-31,Rio de Janeiro,5300,26500
HL4379,Televisão,4,Hygor,Essaber,2018-07-19,Rio de Janeiro,2500,10000
HL8851,Notebook,2,Daniel,Monteiro,2018-09-29,Rio de Janeiro,3500,7000
HL1148,Câmera,4,Matheus,Delgado,2018-11-29,Rio de Janeiro,2100,8400
HL4379,Televisão,5,Caroline,Delgado,2018-01-25,Rio de Janeiro,2500,12500
HL8851,Notebook,4,Alvaro,Kranz,2018-10-11,Rio de Janeiro,3500,14000
HL9962,Android,2,Renan,Cunha,2018-07-20,Rio de Janeiro,3400,6800
HL8851,Notebook,1,Jeferson,Sone,2018-10-29,Rio de Janeiro,3500,3500
HL1148,Câmera,3,Paulo,Campos,2018-02-05,Rio de Janeiro,2100,6300
HL9962,Android,5,Jessica,Cordovil,2018-11-21,Rio de Janeiro,3400,17000
HL2714,Tablet,1,Ives,Pinheiro,2018-10-29,Rio de Janeiro,1600,1600
HL2714,Tablet,2,Gabrielle,Silva,2018-09-19,Rio de Janeiro,1600,3200
HL1918,iPhone,2,Lucas,Chagas,2018-01-28,Rio de Janeiro,5300,10600
HL4379,Televisão,4,Gustavo,Azevedo,2018-03-18,Rio de Janeiro,2500,10000
HL9962,Android,4,Breno,Britto,2018-12-27,Rio de Janeiro,3400,13600
HL1918,iPhone,1,Larissa,Jesus,2018-02-03,Rio de Janeiro,5300,5300
HL2714,Tablet,5,Isabelle,Gonçalves,2018-06-18,Rio de Janeiro,1600,8000
HL7348,SmartWatch,5,Bruna,Londero,2018-12-18,Rio de Janeiro,1400,7000
HL7348,SmartWatch,3,Mariane,Racy,2018-07-31,Rio de Janeiro,1400,4200
HL1918,iPhone,2,Desirée,Heimlich,2018-06-04,Rio de Janeiro,5300,10600
HL1918,iPhone,3,Pedro,Xavier,2018-08-18,Rio de Janeiro,5300,15900
HL7348,SmartWatch,1,João,Pedrazza,2018-02-26,Rio de Janeiro,1400,1400
HL7348,SmartWatch,2,Carlos,Azevedo,2018-06-18,Rio de Janeiro,1400,2800
HL2714,Tablet,4,Thaís,Moura,2018-06-10,Rio de Janeiro,1600,6400
HL1148,Câmera,1,Priscila,Carvalho,2018-05-05,Rio de Janeiro,2100,2100
HL1918,iPhone,2,Marina,Cormack,2018-11-05,Rio de Janeiro,5300,10600
HL8851,Notebook,2,Katharina,Barros,2018-05-26,Rio de Janeiro,3500,7000
HL9962,Android,3,Thaís,Pereira,2018-02-23,Rio de Janeiro,3400,10200
HL9962,Android,3,Raul,Silveira,2018-03-22,Rio de Janeiro,3400,10200
HL1918,iPhone,5,Carolina,Rocha,2018-04-20,Rio de Janeiro,5300,26500
HL7348,SmartWatch,2,Bruna,Brandao,2018-03-10,Rio de Janeiro,1400,2800
HL1918,iPhone,2,Lázaro,Villanova,2018-06-23,Rio de Janeiro,5300,10600
HL9962,Android,3,Raul,Silveira,2018-02-07,Rio de Janeiro,3400,10200
HL8851,Notebook,1,Mariane,Ferreira,2018-06-26,Rio de Janeiro,3500,3500
HL1918,iPhone,1,Rafael,Guimarães,2018-04-23,Rio de Janeiro,5300,5300
HL7348,SmartWatch,2,Pedro,Oliveira,2018-06-03,Rio de Janeiro,1400,2800
HL4379,Televisão,1,Felipe,Freitas,2018-12-11,Rio de Janeiro,2500,2500
HL1918,iPhone,2,Thiago,Lima,2018-11-18,Rio de Janeiro,5300,10600
HL4379,Televisão,5,Lucas,Reis,2018-07-06,Rio de Janeiro,2500,12500
HL4379,Televisão,2,Juliana,Hollander,2018-03-09,Rio de Janeiro,2500,5000
HL7348,SmartWatch,4,Deysiane,Bach,2018-02-13,Rio de Janeiro,1400,5600
HL1148,Câmera,5,Renan,Nascimento,2018-02-15,Rio de Janeiro,2100,10500
HL9962,Android,3,Victor,Magalhães,2018-07-21,Rio de Janeiro,3400,10200
HL9962,Android,5,Raphael,Machado,2018-03-08,Rio de Janeiro,3400,17000
HL1918,iPhone,2,Ana,Miura,2018-11-29,Rio de Janeiro,5300,10600
HL1918,iPhone,3,Raíssa,Nimer,2018-05-17,Rio de Janeiro,5300,15900
HL1148,Câmera,1,Bianca,Procaci,2018-03-29,Rio de Janeiro,2100,2100
HL8851,Notebook,2,Milena,Pereira,2018-10-16,Rio de Janeiro,3500,7000
HL2714,Tablet,2,Carolina,Brum,2018-08-30,Rio de Janeiro,1600,3200
HL4379,Televisão,2,Norman,Jimbo,2018-02-13,Rio de Janeiro,2500,5000
HL9962,Android,1,Thainá,Binello,2018-07-17,Rio de Janeiro,3400,3400
HL4379,Televisão,1,Lucas,Machado,2018-05-16,Rio de Janeiro,2500,2500
HL1918,iPhone,5,Ana,Felippe,2018-06-10,Rio de Janeiro,5300,26500
HL4379,Televisão,3,Diego,Marchesi,2018-03-29,Rio de Janeiro,2500,7500
HL2714,Tablet,4,Igor,Azevedo,2018-04-07,Rio de Janeiro,1600,6400
HL7348,SmartWatch,1,Bruna,Rosa,2018-02-22,Rio de Janeiro,1400,1400
HL1918,iPhone,3,José,Carvalho,2018-11-03,Rio de Janeiro,5300,15900
HL1918,iPhone,2,Caio,Ferreira,2018-06-14,Rio de Janeiro,5300,10600
HL1918,iPhone,2,Wilson,Vianna,2018-05-05,Rio de Janeiro,5300,10600
HL8851,Notebook,1,Miguel,Carneiro,2018-12-04,Rio de Janeiro,3500,3500
HL1918,iPhone,5,Ana,Fioretti,2018-01-01,Rio de Janeiro,5300,26500
HL8851,Notebook,3,Victor,Magalhães,2018-03-30,Rio de Janeiro,3500,10500
HL1918,iPhone,2,Mariana,Baptista,2018-09-22,Rio de Janeiro,5300,10600
HL8851,Notebook,4,Isaac,Santos,2018-08-03,Rio de Janeiro,3500,14000
HL1148,Câmera,1,Felipe,Jorge,2018-09-20,Rio de Janeiro,2100,2100
HL1918,iPhone,1,Maria,Junior,2018-06-01,Rio de Janeiro,5300,5300
HL1148,Câmera,2,Maria,Moita,2018-09-25,Rio de Janeiro,2100,4200
HL1918,iPhone,4,Breno,Varella,2018-06-22,Rio de Janeiro,5300,21200
HL8851,Notebook,3,Maria,Gasperi,2018-09-11,Rio de Janeiro,3500,10500
HL1918,iPhone,2,Ana,Felippe,2018-09-19,Rio de Janeiro,5300,10600
HL4379,Televisão,3,Alexandre,Dantas,2018-09-10,Rio de Janeiro,2500,7500
HL8851,Notebook,3,Kimberly,Sad,2018-08-17,Rio de Janeiro,3500,10500
HL9962,Android,3,Ana,Gomes,2018-12-25,Rio de Janeiro,3400,10200
HL2714,Tablet,1,Gabriela,Mello,2018-04-03,Rio de Janeiro,1600,1600
HL4379,Televisão,2,Thiago,Veiga,2018-06-16,Rio de Janeiro,2500,5000
HL4379,Televisão,2,Carlos,Barbosa,2018-12-22,Rio de Janeiro,2500,5000
HL4379,Televisão,1,Gabrielle,Costa,2018-06-19,Rio de Janeiro,2500,2500
HL4379,Televisão,1,Carolina,Santos,2018-08-30,Rio de Janeiro,2500,2500
HL1918,iPhone,4,Isabelle,Gonçalves,2018-02-16,Rio de Janeiro,5300,21200
HL9962,Android,3,Gabrielle,Wanderley,2018-05-09,Rio de Janeiro,3400,10200
HL1148,Câmera,2,Rodrigo,Silva,2018-06-02,Rio de Janeiro,2100,4200
HL1918,iPhone,4,Felipe,Freitas,2018-10-16,Rio de Janeiro,5300,21200
HL1918,iPhone,4,Deysiane,Medronho,2018-02-20,Rio de Janeiro,5300,21200
HL1918,iPhone,1,Caroline,Pinto,2018-12-04,Rio de Janeiro,5300,5300
HL1918,iPhone,5,Stephanie,Novak,2018-07-04,Rio de Janeiro,5300,26500
HL1918,iPhone,1,Marcos,Nucci,2018-06-27,Rio de Janeiro,5300,5300
HL1918,iPhone,3,Paloma,Sperandei,2018-03-23,Rio de Janeiro,5300,15900
HL4379,Televisão,2,Caroline,Delgado,2018-03-09,Rio de Janeiro,2500,5000
HL1918,iPhone,5,Pedro,Lyra,2018-03-31,Rio de Janeiro,5300,26500
HL1918,iPhone,3,Matheus,Miranda,2018-09-08,Rio de Janeiro,5300,15900
HL1148,Câmera,5,Bruno,Barcessat,2018-06-27,Rio de Janeiro,2100,10500
HL1918,iPhone,1,Jéssica,Netto,2018-02-21,Rio de Janeiro,5300,5300
HL1918,iPhone,3,João,Ribeiro,2018-01-22,Rio de Janeiro,5300,15900
HL8851,Notebook,5,Wen,Santos,2018-02-08,Rio de Janeiro,3500,17500
HL9962,Android,2,Maria,Gasperi,2018-08-03,Rio de Janeiro,3400,6800
HL1918,iPhone,1,Victor,Gomes,2018-09-05,Rio de Janeiro,5300,5300
HL1918,iPhone,2,Carlos,Araujo,2018-07-28,Rio de Janeiro,5300,10600
HL4379,Televisão,2,Viviane,Souza,2018-12-11,Rio de Janeiro,2500,5000
HL1918,iPhone,5,Bruna,Soares,2018-03-23,Rio de Janeiro,5300,26500
HL9962,Android,1,Renan,Melo,2018-11-28,Rio de Janeiro,3400,3400
HL7348,SmartWatch,3,William,Mendonça,2018-11-25,Rio de Janeiro,1400,4200
HL9962,Android,5,Ana,Gonzaga,2018-05-17,Rio de Janeiro,3400,17000
HL2714,Tablet,5,Elaine,Santos,2018-11-02,Rio de Janeiro,1600,8000
HL4379,Televisão,4,Mateus,Polastri,2018-09-06,Rio de Janeiro,2500,10000
HL8851,Notebook,5,Juliana,Hollander,2018-07-24,Rio de Janeiro,3500,17500
HL9962,Android,2,Larissa,Jesus,2018-02-15,Rio de Janeiro,3400,6800
HL2714,Tablet,5,Gabriel,Pereira,2018-02-19,Rio de Janeiro,1600,8000
HL1918,iPhone,2,Roberta,Nogueira,2018-01-11,Rio de Janeiro,5300,10600
HL1148,Câmera,2,Juliana,Souza,2018-01-22,Rio de Janeiro,2100,4200
HL2714,Tablet,2,Larissa,Vasconcellos,2018-08-15,Rio de Janeiro,1600,3200
HL1918,iPhone,4,Giuseppe,Bhering,2018-11-15,Rio de Janeiro,5300,21200
HL1918,iPhone,4,Renan,Firmino,2018-04-04,Rio de Janeiro,5300,21200
HL1918,iPhone,1,Matheus,Souza,2018-07-04,Rio de Janeiro,5300,5300
HL4379,Televisão,3,Lucas,Wanderley,2018-04-08,Rio de Janeiro,2500,7500
HL8851,Notebook,4,Dykson,Silva,2018-07-07,Rio de Janeiro,3500,14000
HL9962,Android,2,Thais,Rodrigues,2018-05-06,Rio de Janeiro,3400,6800
HL4379,Televisão,4,Julia,Teixeira,2018-06-12,Rio de Janeiro,2500,10000
HL7348,SmartWatch,3,Felipe,Mello,2018-03-07,Rio de Janeiro,1400,4200
HL8851,Notebook,3,Lucas,Destri,2018-01-23,Rio de Janeiro,3500,10500
HL4379,Televisão,5,Isabella,Scalabrin,2018-02-20,Rio de Janeiro,2500,12500
HL1148,Câmera,3,Ives,Teixeira,2018-04-21,Rio de Janeiro,2100,6300
HL1148,Câmera,5,Breno,Caputo,2018-12-06,Rio de Janeiro,2100,10500
HL8851,Notebook,2,Ulisses,Quinto,2018-07-18,Rio de Janeiro,3500,7000
HL8851,Notebook,1,Nina,Magalhães,2018-07-10,Rio de Janeiro,3500,3500
HL1918,iPhone,2,Julia,Figueiredo,2018-03-31,Rio de Janeiro,5300,10600
HL1918,iPhone,2,Aline,Mello,2018-02-23,Rio de Janeiro,5300,10600
HL7348,SmartWatch,4,João,Castilho,2018-01-27,Rio de Janeiro,1400,5600
HL8851,Notebook,2,Lucas,Reis,2018-01-07,Rio de Janeiro,3500,7000
HL1918,iPhone,2,Pedro,Xavier,2018-08-30,Rio de Janeiro,5300,10600
HL7348,SmartWatch,3,João,Menezes,2018-06-19,Rio de Janeiro,1400,4200
HL7348,SmartWatch,3,José,Fonseca,2018-02-20,Rio de Janeiro,1400,4200
HL1918,iPhone,5,Caio,Silva,2018-11-24,Rio de Janeiro,5300,26500
HL2714,Tablet,1,Diego,Rodrigues,2018-06-06,Rio de Janeiro,1600,1600
HL2714,Tablet,3,Juliana,Guimarães,2018-05-12,Rio de Janeiro,1600,4800
HL4379,Televisão,5,Matheus,Miranda,2018-02-13,Rio de Janeiro,2500,12500
HL2714,Tablet,2,Maria,Moita,2018-11-05,Rio de Janeiro,1600,3200
HL4379,Televisão,2,Beatriz,Santos,2018-11-29,Rio de Janeiro,2500,5000
HL9962,Android,5,Camilla,Cardeman,2018-11-20,Rio de Janeiro,3400,17000
HL9962,Android,1,Guilherme,Castilho,2018-02-17,Rio de Janeiro,3400,3400
HL1918,iPhone,5,Jeferson,Costa,2018-02-14,Rio de Janeiro,5300,26500
HL2714,Tablet,2,Gabrielle,Silva,2018-10-26,Rio de Janeiro,1600,3200
HL8851,Notebook,4,Daniel,Felippe,2018-10-04,Rio de Janeiro,3500,14000
HL4379,Televisão,5,Lucas,Freitas,2018-11-11,Rio de Janeiro,2500,12500
HL8851,Notebook,2,Myllena,Carneiro,2018-09-10,Rio de Janeiro,3500,7000
HL1148,Câmera,3,Juliana,Goes,2018-04-15,Rio de Janeiro,2100,6300
HL9962,Android,2,Guilherme,Merotto,2018-08-15,Rio de Janeiro,3400,6800
HL7348,SmartWatch,5,Sylvio,Bernhardt,2018-02-21,Rio de Janeiro,1400,7000
HL9962,Android,5,Carlos,Galvão,2018-09-17,Rio de Janeiro,3400,17000
HL4379,Televisão,5,Guilherme,Seixas,2018-07-23,Rio de Janeiro,2500,12500
HL1148,Câmera,2,Itai,Puntel,2018-12-30,Rio de Janeiro,2100,4200
HL1918,iPhone,1,Ramon,Araujo,2018-09-11,Rio de Janeiro,5300,5300
HL1918,iPhone,3,João,Capitulo,2018-10-10,Rio de Janeiro,5300,15900
HL1918,iPhone,1,Pedro,Costa,2018-11-30,Rio de Janeiro,5300,5300
HL9962,Android,1,Isabelle,Firmino,2018-03-06,Rio de Janeiro,3400,3400
HL1918,iPhone,1,Igor,Azevedo,2018-05-08,Rio de Janeiro,5300,5300
HL9962,Android,4,Pedro,Jorge,2018-01-24,Rio de Janeiro,3400,13600
HL9962,Android,1,Myllena,Carneiro,2018-12-30,Rio de Janeiro,3400,3400
HL4379,Televisão,2,Gabrielle,Costa,2018-10-11,Rio de Janeiro,2500,5000
HL2714,Tablet,3,Caroline,Delgado,2018-12-31,Rio de Janeiro,1600,4800
HL2714,Tablet,4,Bruno,Barcessat,2018-03-31,Rio de Janeiro,1600,6400
HL1148,Câmera,2,Lara,Moreira,2018-05-18,Rio de Janeiro,2100,4200
HL8851,Notebook,4,Raissa,Maia,2018-06-30,Rio de Janeiro,3500,14000
HL1918,iPhone,1,Wilson,Brandão,2018-03-20,Rio de Janeiro,5300,5300
HL9962,Android,1,Matheus,Figueiredo,2018-10-24,Rio de Janeiro,3400,3400
HL4379,Televisão,1,Guilherme,Castilho,2018-01-25,Rio de Janeiro,2500,2500
HL9962,Android,4,Rogério,Gentile,2018-10-21,Rio de Janeiro,3400,13600
HL1918,iPhone,2,Débora,Lopes,2018-03-15,Rio de Janeiro,5300,10600
HL1148,Câmera,3,Carlos,Mesquita,2018-12-06,Rio de Janeiro,2100,6300
HL4379,Televisão,3,Brenno,Santos,2018-11-16,Rio de Janeiro,2500,7500
HL1148,Câmera,2,Patrícia,Amaral,2018-09-08,Rio de Janeiro,2100,4200
